Attrition;Business Travel;CF_age band;CF_attrition label;Department;Education Field;emp no;Employee Number;Gender;Job Role;Marital Status;Over Time;Over18;Training Times Last Year;Age;CF_current Employee;Daily Rate;Distance From Home;Education;Employee Count;Environment Satisfaction;Hourly Rate;Job Involvement;Job Level;Job Satisfaction;Monthly Income;Monthly Rate;Num Companies Worked;Percent Salary Hike;Performance Rating;Relationship Satisfaction;Standard Hours;Stock Option Level;Total Working Years;Work Life Balance;Years At Company;Years In Current Role;Years Since Last Promotion;Years With Curr Manager
No;Travel_Frequently;25 - 34;Current Employees;R&D;Medical;STAFF-2375;2375;Male;Laboratory Technician;Single;Yes;Y;2;28;1;791;1;Master's Degree;1;4;44;3;1;3;2154;6842;0;11;3;3;80;0;5;2;4;2;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2376;2376;Male;Manager;Divorced;No;Y;4;44;1;1199;4;Associates Degree;1;3;92;4;5;1;19190;17477;1;14;3;4;80;2;26;2;25;9;14;13
No;Travel_Frequently;25 - 34;Current Employees;HR;Life Sciences;STAFF-2377;2377;Male;Human Resources;Married;No;Y;5;34;1;648;11;Bachelor's Degree;1;3;56;2;2;2;4490;21833;4;11;3;4;80;2;14;4;10;9;1;8
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2378;2378;Male;Research Scientist;Married;Yes;Y;3;35;1;735;6;High School;1;3;66;3;1;3;3506;6020;0;14;3;4;80;0;4;3;3;2;2;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2379;2379;Female;Research Scientist;Married;Yes;Y;2;42;1;603;7;Master's Degree;1;2;78;4;2;2;2372;5628;6;16;3;4;80;0;18;3;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-2380;2380;Female;Sales Executive;Single;No;Y;3;43;1;531;4;Master's Degree;1;4;56;2;3;4;10231;20364;3;14;3;4;80;0;23;4;21;7;15;17
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2381;2381;Female;Manufacturing Director;Single;Yes;Y;2;36;1;429;2;Master's Degree;1;3;53;3;2;2;5410;2323;9;11;3;4;80;0;18;3;16;14;5;12
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Medical;STAFF-2382;2382;Female;Healthcare Representative;Married;No;Y;2;44;0;621;15;Bachelor's Degree;1;1;73;3;3;4;7978;14075;1;11;3;4;80;1;10;3;10;7;0;5
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2383;2383;Male;Laboratory Technician;Married;Yes;Y;2;28;1;193;2;Bachelor's Degree;1;4;52;2;1;4;3867;14222;1;12;3;2;80;1;2;3;2;2;2;2
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-2384;2384;Female;Laboratory Technician;Single;No;Y;6;51;1;968;6;Associates Degree;1;2;40;2;1;3;2838;4257;0;14;3;2;80;0;8;2;7;0;7;7
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-2385;2385;Female;Manufacturing Director;Single;Yes;Y;3;30;1;879;9;Associates Degree;1;3;72;3;2;3;4695;12858;7;18;3;3;80;0;10;3;8;4;1;7
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Technical Degree;STAFF-2386;2386;Female;Laboratory Technician;Divorced;Yes;Y;2;29;0;806;7;Bachelor's Degree;1;2;39;3;1;3;3339;17285;3;13;3;1;80;2;10;3;7;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2387;2387;Male;Research Scientist;Single;No;Y;2;28;1;640;1;Bachelor's Degree;1;4;84;3;1;1;2080;4732;2;11;3;2;80;0;5;2;3;2;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2388;2388;Female;Research Scientist;Single;No;Y;3;25;1;266;1;Bachelor's Degree;1;4;40;3;1;2;2096;18830;1;18;3;4;80;0;2;2;2;2;2;1
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-2389;2389;Male;Sales Executive;Married;No;Y;4;32;1;604;8;Bachelor's Degree;1;3;56;4;2;4;6209;11693;1;15;3;3;80;2;10;4;10;7;0;8
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-2390;2390;Female;Manager;Single;No;Y;4;45;1;364;25;Bachelor's Degree;1;2;83;3;5;2;18061;13035;3;22;4;3;80;0;22;3;0;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2391;2391;Female;Manager;Divorced;Yes;Y;4;39;1;412;13;Master's Degree;1;3;94;2;4;2;17123;17334;6;13;3;4;80;2;21;3;19;9;15;2
No;Travel_Rarely;Over 55;Current Employees;R&D;Life Sciences;STAFF-2392;2392;Male;Research Scientist;Divorced;No;Y;3;58;1;848;23;Master's Degree;1;1;88;3;1;3;2372;26076;1;12;3;4;80;2;2;3;2;2;2;2
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-2393;2393;Male;Laboratory Technician;Married;No;Y;3;32;0;1089;7;Associates Degree;1;4;79;3;2;3;4883;22845;1;18;3;1;80;1;10;3;10;4;1;1
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Medical;STAFF-2394;2394;Male;Research Scientist;Single;No;Y;2;39;0;360;23;Bachelor's Degree;1;3;93;3;1;1;3904;22154;0;13;3;1;80;0;6;3;5;2;0;3
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2395;2395;Female;Laboratory Technician;Married;No;Y;6;30;1;1138;6;Bachelor's Degree;1;1;48;2;2;4;4627;23631;0;12;3;1;80;1;10;3;9;2;6;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Technical Degree;STAFF-2396;2396;Female;Healthcare Representative;Married;No;Y;0;36;1;325;10;Master's Degree;1;4;63;3;3;3;7094;5747;3;12;3;1;80;0;10;3;7;7;1;7
No;Travel_Rarely;45 - 54;Current Employees;HR;Life Sciences;STAFF-2397;2397;Female;Human Resources;Single;No;Y;3;46;1;991;1;Associates Degree;1;4;44;3;1;1;3423;22957;6;12;3;3;80;0;10;4;7;6;5;7
No;Non-Travel;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2398;2398;Female;Laboratory Technician;Married;No;Y;6;28;1;1476;1;Bachelor's Degree;1;3;55;1;2;4;6674;16392;0;11;3;1;80;3;10;3;9;8;7;5
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2399;2399;Female;Research Director;Married;Yes;Y;2;50;1;1322;28;Bachelor's Degree;1;4;43;3;4;1;16880;22422;4;11;3;2;80;0;25;3;3;2;1;2
Yes;Travel_Rarely;35 - 44;Ex-Employees;Sales;Marketing;STAFF-2400;2400;Male;Sales Executive;Single;Yes;Y;2;40;0;299;25;Master's Degree;1;4;57;2;3;2;9094;17235;2;12;3;3;80;0;9;3;5;4;1;0
Yes;Travel_Rarely;45 - 54;Ex-Employees;Sales;Life Sciences;STAFF-2401;2401;Male;Sales Executive;Single;Yes;Y;2;52;0;1030;5;Bachelor's Degree;1;2;64;3;3;2;8446;21534;9;19;3;3;80;0;10;2;8;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2402;2402;Female;Manager;Married;Yes;Y;2;30;1;634;17;Master's Degree;1;2;95;3;3;1;11916;25927;1;23;4;4;80;2;9;3;9;1;0;8
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2403;2403;Male;Manufacturing Director;Single;No;Y;6;39;1;524;18;Associates Degree;1;1;32;3;2;3;4534;13352;0;11;3;1;80;0;9;3;8;7;1;7
No;Non-Travel;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2404;2404;Female;Sales Executive;Divorced;Yes;Y;5;31;1;587;2;Master's Degree;1;4;57;3;3;3;9852;8935;1;19;3;1;80;1;10;2;10;8;9;6
No;Non-Travel;35 - 44;Current Employees;Sales;Medical;STAFF-2405;2405;Male;Sales Executive;Single;No;Y;4;41;1;256;10;Associates Degree;1;3;40;1;2;2;6151;22074;1;13;3;1;80;0;19;3;19;2;11;9
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Life Sciences;STAFF-2406;2406;Female;Sales Representative;Single;Yes;Y;2;31;0;1060;1;Bachelor's Degree;1;4;54;3;1;2;2302;8319;1;11;3;1;80;0;3;4;3;2;2;2
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Life Sciences;STAFF-2407;2407;Male;Laboratory Technician;Married;No;Y;4;44;0;935;3;Bachelor's Degree;1;1;89;3;1;1;2362;14669;4;12;3;3;80;0;10;4;3;2;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2408;2408;Male;Manager;Married;Yes;Y;3;42;1;495;2;High School;1;3;37;3;4;3;17861;26582;0;13;3;4;80;0;21;2;20;8;2;10
No;Travel_Rarely;Over 55;Current Employees;R&D;Medical;STAFF-2409;2409;Female;Manager;Married;No;Y;5;55;1;282;2;Associates Degree;1;4;58;1;5;3;19187;6992;4;14;3;4;80;1;23;3;19;9;9;11
No;Travel_Rarely;Over 55;Current Employees;HR;Life Sciences;STAFF-2410;2410;Male;Manager;Single;No;Y;4;56;1;206;8;Master's Degree;1;4;99;3;5;2;19717;4022;6;14;3;1;80;0;36;3;7;3;7;7
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2411;2411;Male;Research Scientist;Divorced;No;Y;0;40;1;458;16;Associates Degree;1;3;74;3;1;3;3544;8532;9;16;3;2;80;1;6;3;4;2;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2412;2412;Male;Healthcare Representative;Divorced;No;Y;0;34;1;943;9;Bachelor's Degree;1;4;86;3;3;4;8500;5494;0;11;3;4;80;1;10;2;9;7;1;6
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2413;2413;Male;Research Scientist;Single;No;Y;4;40;1;523;2;Bachelor's Degree;1;3;98;3;2;4;4661;22455;1;13;3;3;80;0;9;3;9;8;8;8
No;Travel_Frequently;35 - 44;Current Employees;Sales;Marketing;STAFF-2414;2414;Female;Sales Executive;Divorced;No;Y;2;41;1;1018;1;Bachelor's Degree;1;3;66;3;2;1;4103;4297;0;17;3;4;80;1;10;3;9;3;1;7
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2415;2415;Male;Research Scientist;Single;Yes;Y;3;35;1;482;4;Master's Degree;1;3;87;3;2;3;4249;2690;1;11;3;2;80;0;9;3;9;6;1;1
No;Travel_Rarely;45 - 54;Current Employees;HR;Life Sciences;STAFF-2416;2416;Male;Manager;Divorced;Yes;Y;2;51;1;770;5;Bachelor's Degree;1;3;84;3;4;2;14026;17588;1;11;3;2;80;1;33;3;33;9;0;10
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2417;2417;Female;Sales Executive;Divorced;No;Y;3;38;1;1009;2;Associates Degree;1;2;31;3;2;1;6893;19461;3;15;3;4;80;1;11;3;7;7;1;7
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-2418;2418;Female;Sales Executive;Single;No;Y;6;34;1;507;15;Associates Degree;1;3;66;3;2;1;6125;23553;1;12;3;4;80;0;10;4;10;8;9;6
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2419;2419;Male;Laboratory Technician;Married;No;Y;6;25;1;882;19;High School;1;4;67;3;1;4;3669;9075;3;11;3;3;80;3;7;2;3;2;1;2
Yes;Travel_Rarely;Over 55;Ex-Employees;R&D;Medical;STAFF-2420;2420;Female;Manufacturing Director;Married;Yes;Y;0;58;0;601;7;Master's Degree;1;3;53;2;3;1;10008;12023;7;14;3;4;80;0;31;2;10;9;5;9
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2421;2421;Male;Laboratory Technician;Married;No;Y;3;40;1;329;1;Master's Degree;1;2;88;3;1;2;2387;6762;3;22;4;3;80;1;7;3;4;2;0;3
No;Travel_Frequently;35 - 44;Current Employees;Sales;Marketing;STAFF-2422;2422;Female;Sales Executive;Married;No;Y;2;36;1;607;7;Bachelor's Degree;1;1;83;4;2;1;4639;2261;2;16;3;4;80;1;17;2;15;7;6;13
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2423;2423;Male;Manufacturing Director;Single;No;Y;2;48;1;855;4;Bachelor's Degree;1;4;54;3;3;4;7898;18706;1;11;3;3;80;0;11;3;10;9;0;8
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-2424;2424;Female;Sales Representative;Married;No;Y;4;27;1;1291;11;Bachelor's Degree;1;3;98;4;1;4;2534;6527;8;14;3;2;80;1;5;3;1;0;0;0
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-2425;2425;Female;Manufacturing Director;Single;No;Y;1;51;1;1405;11;Associates Degree;1;4;82;2;4;2;13142;24439;3;16;3;2;80;0;29;2;5;2;0;3
No;Non-Travel;Under 25;Current Employees;R&D;Life Sciences;STAFF-2426;2426;Female;Laboratory Technician;Single;No;Y;5;18;1;1124;1;Bachelor's Degree;1;4;97;3;1;4;1611;19305;1;15;3;3;80;0;0;4;0;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2427;2427;Female;Laboratory Technician;Married;No;Y;0;35;1;817;1;Bachelor's Degree;1;4;60;2;2;4;5363;10846;0;12;3;2;80;1;10;3;9;7;0;0
No;Travel_Frequently;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2428;2428;Male;Sales Executive;Single;No;Y;3;27;1;793;2;High School;1;4;43;1;2;4;5071;20392;3;20;4;2;80;0;8;3;6;2;0;0
Yes;Travel_Rarely;Over 55;Ex-Employees;Sales;Marketing;STAFF-2429;2429;Male;Sales Executive;Single;Yes;Y;2;55;0;267;13;Master's Degree;1;1;85;4;4;3;13695;9277;6;17;3;3;80;0;24;2;19;7;3;8
No;Travel_Rarely;Over 55;Current Employees;R&D;Life Sciences;STAFF-2430;2430;Male;Manufacturing Director;Married;Yes;Y;0;56;1;1369;23;Bachelor's Degree;1;4;68;3;4;2;13402;18235;4;12;3;1;80;1;33;3;19;16;15;9
No;Non-Travel;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2431;2431;Female;Research Scientist;Divorced;No;Y;2;34;1;999;26;High School;1;1;92;2;1;3;2029;15891;1;20;4;3;80;3;5;3;5;4;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2432;2432;Female;Healthcare Representative;Divorced;No;Y;0;40;1;1202;2;High School;1;2;89;4;2;3;6377;13888;5;20;4;2;80;3;15;3;12;11;11;8
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2433;2433;Male;Laboratory Technician;Married;No;Y;1;34;1;285;29;Bachelor's Degree;1;2;86;3;2;3;5429;17491;4;13;3;1;80;2;10;3;8;7;7;7
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Life Sciences;STAFF-2434;2434;Female;Sales Representative;Single;No;Y;3;31;0;703;2;Bachelor's Degree;1;3;90;2;1;4;2785;11882;7;14;3;3;80;0;3;4;1;0;0;0
Yes;Travel_Frequently;35 - 44;Ex-Employees;Sales;Marketing;STAFF-2435;2435;Female;Sales Executive;Married;Yes;Y;0;35;0;662;18;Master's Degree;1;4;67;3;2;3;4614;23288;0;18;3;3;80;1;5;2;4;2;3;2
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2436;2436;Male;Research Scientist;Divorced;No;Y;2;38;1;693;7;Bachelor's Degree;1;4;57;4;1;3;2610;15748;1;11;3;4;80;3;4;3;4;2;0;3
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2437;2437;Female;Healthcare Representative;Single;No;Y;2;34;1;404;2;Master's Degree;1;3;98;3;2;4;6687;6163;1;11;3;4;80;0;14;4;14;11;4;11
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2438;2438;Male;Sales Executive;Married;No;Y;0;28;1;736;26;Bachelor's Degree;1;3;48;2;2;1;4724;24232;1;11;3;3;80;1;5;3;5;3;0;4
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Medical;STAFF-2439;2439;Male;Manufacturing Director;Married;Yes;Y;3;31;0;330;22;Master's Degree;1;4;98;3;2;3;6179;21057;1;15;3;4;80;2;10;2;10;2;6;7
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2440;2440;Male;Sales Executive;Married;Yes;Y;2;39;1;1498;21;Master's Degree;1;1;44;2;2;4;6120;3567;3;12;3;4;80;2;8;4;5;4;1;4
No;Travel_Frequently;45 - 54;Current Employees;Sales;Marketing;STAFF-2441;2441;Male;Sales Executive;Married;No;Y;5;51;1;541;2;Bachelor's Degree;1;2;52;3;3;2;10596;15395;2;11;3;2;80;0;14;3;4;2;3;2
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2442;2442;Female;Research Scientist;Divorced;Yes;Y;4;41;1;1200;22;Bachelor's Degree;1;4;75;3;2;4;5467;13953;3;14;3;1;80;2;12;2;6;2;3;3
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2443;2443;Male;Research Scientist;Married;Yes;Y;2;37;1;1439;4;High School;1;3;54;3;1;3;2996;5182;7;15;3;4;80;0;8;3;6;4;1;3
No;Travel_Frequently;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2444;2444;Male;Sales Executive;Married;No;Y;2;33;1;1111;5;High School;1;2;61;3;2;4;9998;19293;6;13;3;1;80;0;8;4;5;4;1;2
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-2445;2445;Male;Sales Executive;Married;Yes;Y;3;32;1;499;2;High School;1;3;36;3;2;2;4078;20497;0;13;3;1;80;3;4;2;3;2;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2446;2446;Male;Healthcare Representative;Married;No;Y;2;39;1;1485;25;Associates Degree;1;3;71;3;3;3;10920;3449;3;21;4;2;80;1;13;3;6;4;0;5
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2447;2447;Male;Sales Executive;Married;No;Y;3;25;1;1372;18;High School;1;1;93;4;2;3;6232;12477;2;11;3;2;80;0;6;2;3;2;1;2
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-2448;2448;Female;Manufacturing Director;Married;Yes;Y;3;52;1;322;28;Associates Degree;1;4;59;4;4;3;13247;9731;2;11;3;2;80;1;24;2;5;3;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2449;2449;Female;Research Scientist;Single;Yes;Y;3;43;1;930;6;Bachelor's Degree;1;1;73;2;2;3;4081;20003;1;14;3;1;80;0;20;1;20;7;1;8
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-2450;2450;Female;Sales Executive;Married;Yes;Y;3;27;1;205;10;Bachelor's Degree;1;4;98;2;2;4;5769;7100;1;11;3;4;80;0;6;3;6;2;4;4
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-2451;2451;Female;Research Scientist;Single;Yes;Y;2;27;0;135;17;Master's Degree;1;4;51;3;1;3;2394;25681;1;13;3;4;80;0;8;3;8;2;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2452;2452;Male;Research Scientist;Single;No;Y;2;26;1;683;2;High School;1;1;36;2;1;4;3904;4050;0;12;3;4;80;0;5;3;4;3;1;1
No;Travel_Rarely;35 - 44;Current Employees;HR;Human Resources;STAFF-2453;2453;Female;Manager;Married;No;Y;5;42;1;1147;10;Bachelor's Degree;1;3;31;3;4;1;16799;16616;0;14;3;3;80;1;21;3;20;7;0;9
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-2454;2454;Female;Healthcare Representative;Divorced;No;Y;6;32;1;1146;15;Master's Degree;1;3;34;3;2;4;6667;16542;5;18;3;2;80;1;9;3;5;1;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Medical;STAFF-2455;2455;Female;Manufacturing Director;Married;No;Y;6;36;1;894;1;Master's Degree;1;4;33;2;2;3;4374;15411;0;15;3;3;80;0;4;3;3;2;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2456;2456;Female;Healthcare Representative;Married;No;Y;5;35;1;208;8;Master's Degree;1;3;52;3;2;3;4148;12250;1;12;3;4;80;1;15;3;14;11;2;9
No;Non-Travel;45 - 54;Current Employees;R&D;Medical;STAFF-2457;2457;Female;Research Director;Married;No;Y;3;47;1;1162;1;High School;1;3;98;3;3;2;11957;17231;0;18;3;1;80;2;14;1;13;8;5;12
No;Non-Travel;Under 25;Current Employees;R&D;Medical;STAFF-2458;2458;Female;Research Scientist;Single;No;Y;4;18;1;1431;14;Bachelor's Degree;1;2;33;3;1;3;1514;8018;1;16;3;3;80;0;0;1;0;0;0;0
No;Non-Travel;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2459;2459;Female;Sales Executive;Married;No;Y;1;39;1;1251;21;Master's Degree;1;1;32;1;2;3;5736;3987;6;19;3;3;80;1;10;3;3;2;1;2
No;Non-Travel;Under 25;Current Employees;Sales;Life Sciences;STAFF-2460;2460;Female;Sales Representative;Married;No;Y;2;24;1;830;13;Associates Degree;1;4;78;3;1;2;2033;7103;1;13;3;3;80;1;1;3;1;0;0;0
No;Non-Travel;25 - 34;Current Employees;Sales;Marketing;STAFF-2461;2461;Female;Sales Executive;Single;No;Y;2;33;1;1283;2;Bachelor's Degree;1;4;62;3;2;2;5147;10697;8;15;3;4;80;0;13;2;11;7;1;7
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-2462;2462;Female;Manager;Divorced;No;Y;3;48;1;117;22;Bachelor's Degree;1;4;58;3;4;4;17174;2437;3;11;3;2;80;1;24;3;22;17;4;7
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2463;2463;Female;Manufacturing Director;Divorced;No;Y;3;36;1;688;4;Associates Degree;1;4;97;3;2;2;5131;9192;7;13;3;2;80;3;18;3;4;2;0;2
No;Travel_Frequently;35 - 44;Current Employees;R&D;Medical;STAFF-2464;2464;Female;Laboratory Technician;Married;No;Y;4;38;1;594;2;Associates Degree;1;3;75;2;1;2;2468;15963;4;14;3;2;80;1;9;2;6;1;0;5
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2465;2465;Female;Research Scientist;Married;No;Y;2;27;1;1131;15;Bachelor's Degree;1;4;77;2;1;1;4774;23844;0;19;3;4;80;1;8;2;7;6;7;3
No;Travel_Frequently;35 - 44;Current Employees;R&D;Technical Degree;STAFF-2466;2466;Female;Laboratory Technician;Married;No;Y;2;40;1;692;11;Bachelor's Degree;1;4;73;3;2;3;6323;26849;1;11;3;1;80;1;10;4;10;9;9;4
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2467;2467;Female;Laboratory Technician;Married;No;Y;3;29;1;410;2;High School;1;4;97;3;1;2;3180;4668;0;13;3;3;80;3;4;3;3;2;0;2
No;Travel_Frequently;35 - 44;Current Employees;R&D;Medical;STAFF-2468;2468;Female;Manufacturing Director;Single;No;Y;2;39;1;711;4;Bachelor's Degree;1;1;81;3;2;3;5042;3140;0;13;3;4;80;0;10;1;9;2;3;8
No;Travel_Frequently;35 - 44;Current Employees;R&D;Medical;STAFF-2469;2469;Female;Laboratory Technician;Single;No;Y;3;42;1;748;9;Associates Degree;1;1;74;3;1;4;3673;16458;1;13;3;3;80;0;12;3;12;9;5;8
No;Travel_Frequently;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2470;2470;Female;Research Scientist;Single;No;Y;2;30;1;1312;2;Master's Degree;1;4;78;2;1;1;4968;26427;0;16;3;4;80;0;10;3;9;7;0;7
No;Travel_Frequently;35 - 44;Current Employees;Sales;Marketing;STAFF-2471;2471;Female;Sales Executive;Married;No;Y;4;44;1;383;1;Doctoral Degree;1;1;79;3;2;3;4768;9282;7;12;3;3;80;1;11;2;1;0;0;0
No;Travel_Frequently;25 - 34;Current Employees;Sales;Marketing;STAFF-2472;2472;Female;Sales Executive;Married;No;Y;3;31;1;1125;7;Master's Degree;1;1;68;3;3;1;9637;8277;2;14;3;4;80;2;9;3;3;2;2;2
No;Travel_Rarely;25 - 34;Current Employees;HR;Human Resources;STAFF-2473;2473;Female;Human Resources;Married;No;Y;3;25;1;309;2;Bachelor's Degree;1;3;82;3;1;2;2187;19655;4;14;3;3;80;0;6;3;2;0;1;2
No;Travel_Rarely;45 - 54;Current Employees;HR;Life Sciences;STAFF-2474;2474;Female;Manager;Married;No;Y;2;47;1;1176;26;Master's Degree;1;4;98;3;5;3;19658;5220;3;11;3;3;80;1;27;3;5;2;1;0
No;Travel_Rarely;25 - 34;Current Employees;HR;Medical;STAFF-2475;2475;Female;Human Resources;Single;No;Y;3;31;1;1398;8;Associates Degree;1;4;96;4;1;2;2109;24609;9;18;3;4;80;0;8;3;3;2;0;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2476;2476;Female;Laboratory Technician;Divorced;No;Y;0;31;1;471;4;Bachelor's Degree;1;1;62;4;1;3;3978;16031;8;12;3;2;80;1;4;2;2;2;2;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2477;2477;Female;Healthcare Representative;Divorced;No;Y;3;40;1;750;12;Bachelor's Degree;1;2;47;3;2;1;4448;10748;2;12;3;2;80;1;15;3;7;4;7;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2478;2478;Female;Healthcare Representative;Divorced;No;Y;3;40;1;1194;1;Bachelor's Degree;1;3;52;3;2;4;6513;9060;4;17;3;4;80;1;12;3;5;3;0;3
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2479;2479;Female;Research Scientist;Divorced;No;Y;2;29;1;590;4;Bachelor's Degree;1;4;91;2;1;1;2109;10007;1;13;3;3;80;1;1;3;1;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2480;2480;Female;Research Scientist;Divorced;No;Y;2;34;1;1130;3;Bachelor's Degree;1;4;66;3;2;2;5433;19332;1;12;3;3;80;1;11;3;11;8;7;9
No;Travel_Rarely;45 - 54;Current Employees;R&D;Other;STAFF-2481;2481;Female;Manufacturing Director;Divorced;No;Y;3;45;1;1329;2;Associates Degree;1;4;59;2;2;4;5770;5388;1;19;3;1;80;2;10;3;10;7;3;9
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2482;2482;Female;Research Director;Divorced;No;Y;3;50;1;813;17;Doctoral Degree;1;4;50;2;3;1;13269;21981;5;15;3;3;80;3;19;3;14;11;1;11
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2483;2483;Female;Laboratory Technician;Married;No;Y;5;33;1;1099;4;Master's Degree;1;1;82;2;1;2;3838;8192;8;11;3;4;80;0;8;3;5;4;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2484;2484;Female;Manager;Married;No;Y;2;43;1;823;6;Bachelor's Degree;1;1;81;2;5;3;19392;22539;7;13;3;4;80;0;21;3;16;12;6;14
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-2485;2485;Female;Manager;Married;No;Y;2;51;1;942;3;Bachelor's Degree;1;1;53;3;3;3;13116;22984;2;11;3;4;80;0;15;3;2;2;2;2
